725089391631282176 24 0.530434782609
725089392172404736 20 0.309090909091
725089392881209344 7 0.28275862069
725089392893788162 0 0.323076923077
725089394550558724 24 0.762162162162
725089394818965509 12 0.563636363636
725089397746466816 18 0.28275862069
725089398111477761 7 0.377777777778
725089398551891969 17 0.634285714286
725090520394006528 8 0.247058823529
725090523422330882 10 0.568
725090522310803460 12 0.35652173913
725090522705092608 16 0.303703703704
725090525712375808 7 0.303703703704
725090525909381120 13 0.558620689655
725090527205548032 9 0.431578947368
725090529692798981 8 0.328
725090529793441792 9 0.328
725090529701158912 10 0.323076923077
725090529357225984 23 0.522580645161
725090532519731200 22 0.530434782609
725090532880470017 24 0.377777777778
725473443865608192 14 0.323076923077
725473448319819776 20 0.674074074074
725473449586642945 7 0.451851851852
725473450043838464 23 0.390476190476
725473451755057152 8 0.536842105263
725473453717999616 12 0.35652173913
725473453692710912 4 0.348571428571
725473455425081344 3 0.522580645161
725473455450165250 20 0.485714285714
725473456511295489 18 0.674074074074
725473458763784192 20 0.381818181818
725473459967561733 24 0.314285714286
725473460042887168 5 0.323076923077
725473460391165952 7 0.546666666667
725473461284392960 15 0.431578947368
725473461913571328 17 0.771428571429
725477336297164800 22 0.22962962963
725477335936307206 23 0.44347826087
725477337429585920 0 0.295238095238
725478439340376064 8 0.390476190476
725478440099524609 8 0.558620689655
725479425026981888 0 0.536842105263
725479424959893505 23 0.488
725480582310932480 5 0.466666666667
725480894065160193 13 0.344680851064
725480893268131840 16 0.326315789474
725480895218630656 13 0.563636363636
725480895172464640 20 0.248
725480897403822080 7 0.525925925926
725480897907150848 3 0.587096774194
725480898062213120 17 0.431578947368
725480901228908545 17 0.269565217391
725483389596258304 22 0.482352941176
725483392825999361 0 0.247058823529
725483394356895744 8 0.303703703704
725483396265172992 4 0.35652173913
725483396781215744 23 0.577142857143
725483398639157250 0 0.295238095238
725483399125700609 6 0.328
725483399960498177 3 0.303703703704
725483401352990720 17 0.458064516129
725483403059978241 4 0.728
725483922658844672 12 0.67619047619
725483927410987008 21 0.369696969697
725483927587065857 6 0.390476190476
725483928862134273 5 0.234285714286
725483935237586944 15 0.329032258065
725483934671208448 4 0.822222222222
725483938781732864 12 0.377777777778
725483941302394880 18 0.78064516129
725483942556631040 20 0.451851851852
725485414677536768 18 0.458064516129
725485415075958784 12 0.893333333333
725485414451011584 6 0.351724137931
725485416825118720 24 0.485714285714
725485417852723200 23 0.35652173913
725485418205089793 1 0.568
725485745687957504 2 0.393548387097
725485746061193216 19 0.765517241379
725485746514063360 9 0.303703703704
725485746862313472 23 0.35652173913
725485747109646336 7 0.348571428571
725485748778995712 1 0.364705882353
725485752918761472 15 0.420689655172
725486561387663362 22 0.546666666667
725486565376544768 13 0.413333333333
725486897171193856 8 0.704347826087
725486900543246336 6 0.490909090909
725486900803325954 7 0.546666666667
725486900824264706 24 0.525925925926
725486900920868864 11 0.28
725486901436641280 13 0.617391304348
725486901457735680 15 0.489655172414
725486901088522244 8 0.68
725486902221000704 10 0.247058823529
725486902900457472 15 0.522580645161
725486907602382850 24 0.309090909091
725488590193565696 1 0.377777777778
725488590172512256 14 0.314285714286
725489210677927936 3 0.169230769231
725489211583795200 8 0.28
725489213479636993 12 0.28275862069
725489518074273792 1 0.728
725489519290507264 13 0.728
725489520548806656 17 0.568
725489523312852995 13 0.696551724138
725489525586296832 3 0.822222222222
725491491280326657 20 0.314285714286
725491492559704064 4 0.364705882353
725491493343997957 17 0.329032258065
725491493222400000 23 0.314285714286
725491494296002561 5 0.2
725491495613128704 24 0.747368421053
725491497127137280 18 0.687804878049
725491498796613632 12 0.728
725491500688138241 15 0.558620689655
725491501388685312 8 0.551515151515
725491502894448640 21 0.862857142857
725491504161132544 3 0.408
725491507311050752 20 0.525925925926
725491507885694976 4 0.530434782609
725491510230147073 8 0.213793103448
725491510695833601 9 0.44347826087
725491511408758784 1 0.476923076923
725491512067391488 18 0.747368421053
725491513392660481 19 0.295238095238
725493951872929792 0 0.2
725493954221772800 8 0.323076923077
725493954737754117 19 0.482352941176
725493965324079105 12 0.326315789474
725493966095806464 12 0.525925925926
725493966360170497 1 0.309090909091
725493965340856320 17 0.67619047619
725493967589113856 0 0.485714285714
725493968293744640 12 0.568
725493968746745856 10 0.822222222222
725493970445307904 24 0.364705882353
725493973830230016 3 0.2
725495034360025088 18 0.295238095238
725495034385207296 4 0.326315789474
725495035291127812 2 0.2
725495036008366081 0 0.390476190476
725495038202007552 10 0.627586206897
725495038055075840 1 0.462857142857
725495038453633024 14 0.489655172414
725495038390599680 23 0.314285714286
725495041456766976 2 0.247058823529
725495041293053952 15 0.326315789474
725495045135151105 22 0.390476190476
725495047680983041 1 0.514893617021
725497045776125952 11 0.369696969697
725497046015180800 0 0.369696969697
725497047353188352 18 0.413333333333
725497047848112129 18 0.748148148148
